            Frequency	    DB(V(VO)/V(V1:+))
      11.694993910199	-0.000458302109076668
     11.8032063565176	-0.000466702053766188
      11.912420080274	-0.000475883391558756
     12.0226443461744	-0.000484173185210251
     12.1338885046501	-0.000493211450672228
     12.2461619926508	-0.000502980992401775
     12.3594743344454	-0.000511808399806917
     12.4738351424297	-0.000521332187732306
      12.589254117942	-0.000531535648082102
     12.7057410520857	-0.000540742873558845
     12.8233058265605	-0.000551420948184475
     12.9419584145002	-0.000561065922160155
     13.0617088813187	-0.000572142887884317
     13.1825673855644	-0.000582148678495115
     13.3045441797813	-0.000593547037959147
      13.427649611379	 -0.00060466229232455
     13.5518941235107	-0.000615472503781801
     13.6772882559588	-0.000626785625940184
     13.8038426460292	-0.000638580472180411
     13.9315680294534	-0.000650834772680284
     14.0604752412995	-0.000662697822351179
     14.1905752168913	-0.000674975439782265
     14.3218789927358	-0.000687645015906026
     14.4543977074597	-0.000700682039237702
     14.5881426027539	-0.000713235876340956
     14.7231250243276	-0.000726936542142958
     14.8593564228705	-0.000740104598908394
     14.9968483550241	-0.000753542781358638
     15.1356124843625	-0.000768052580602271
     15.2756605823811	-0.000781950977037568
      15.417004529496	-0.000796869048890096
     15.5596563160512	-0.000811122958841949
      15.703628043336	-0.000826341273274348
     15.8489319246116	-0.000841666410345286
     15.9955802861471	-0.000857898834045235
     16.1435855682653	-0.000873352913725762
     16.2929603263977	-0.000889655323920635
     16.4437172321498	-0.000905946582809448
     16.5958690743761	-0.000923024382360303
     16.7494287602648	 -0.00094002912401866
     16.9044093164331	-0.000957756598788671
     17.0608238900317	-0.000975346185986267
     17.2186857498606	-0.000993593531375842
     17.3780082874943	 -0.00101246304660233
     17.5388050184181	 -0.00103109250125538
     17.7010895831747	 -0.00105027588870366
      17.864875748521	 -0.00106997589238332
     18.0301774085962	  -0.0010893286076807
     18.1970085861004	   -0.001109953207454
      18.365383433484	  -0.0011301557807932
     18.5353162341487	 -0.00115155327959881
     18.7068214036586	 -0.00117327741692226
     18.8799134909635	  -0.0011944622926416
      19.054607179633	 -0.00121672189082905
     19.2309172891022	 -0.00123918700434962
     19.4088587759284	 -0.00126264237256945
     19.5884467350605	 -0.00128621848392022
     19.7696964011192	 -0.00130987089308432
     19.9526231496894	 -0.00133438219787463
     20.1372424986245	  -0.0013588797598987
     20.3235701093628	 -0.00138414360510038
     20.5116217882563	 -0.00141012846118391
     20.7014134879111	 -0.00143595842004858
      20.892961308541	 -0.00146323776173352
     21.0862814993335	   -0.001490263477426
     21.2813904598278	 -0.00151781046838644
      21.478304741306	 -0.00154582845215331
     21.6770410481976	 -0.00157509287592487
     21.8776162394962	   -0.001603892987284
     22.0800473301897	  -0.0016338301453702
     22.2843514927037	 -0.00166402065962025
     22.4905460583585	 -0.00169523641854702
     22.6986485188389	 -0.00172659195147112
     22.9086765276785	 -0.00175885486322282
     23.1206479017567	 -0.00179113778891388
     23.3345806228108	 -0.00182503639371539
     23.5504928389608	 -0.00185883132700148
     23.7684028662495	 -0.00189328868616732
     23.9883291901957	 -0.00192834218887209
     24.2102904673626	 -0.00196392703139128
     24.4343055269405	 -0.00200080486777075
     24.6603933723442	 -0.00203807734913964
     24.8885731828247	  -0.0020756777644158
     25.1188643150966	 -0.00211436179047936
     25.3512863049799	 -0.00215405643217719
     25.5858588690573	 -0.00219386282493797
     25.8226019063468	 -0.00223453307005827
     26.0615354999898	 -0.00227599059888321
     26.3026799189547	 -0.00231815759428256
     26.5460556197563	 -0.00236178514311927
     26.7916832481912	 -0.00240513255065204
     27.0395836410893	 -0.00244977849946327
     27.2897778280813	 -0.00249563711514425
     27.5422870333826	 -0.00254179677300692
     27.7971326775938	 -0.00258899904311651
     28.0543363795181	 -0.00263715383372221
     28.3139199579947	  -0.0026861695545348
     28.5759054337504	 -0.00273596226059179
      28.840315031267	 -0.00278725853860662
      29.107171180667	 -0.00283914129836743
     29.3764965196163	 -0.00289150987001599
     29.6483138952444	 -0.00294509845666564
     29.9226463660829	 -0.00299979993086729
     30.1995172040212	 -0.00305552142800954
     30.4789498962809	 -0.00311297623330713
     30.7609681474082	 -0.00317041427110728
     31.0455958812846	 -0.00322937555230018
     31.3328572431569	 -0.00328975074759248
     31.6227766016849	 -0.00335060186688264
     31.9153785510087	 -0.00341264300164003
     32.2106879128355	 -0.00347658633376034
     32.5087297385446	 -0.00354065816777322
     32.8095293113131	 -0.00360639373399109
     33.1131121482603	  -0.0036736655519343
     33.4195040026126	 -0.00374153153113077
     33.7287308658881	 -0.00381151012355157
     34.0408189701013	  -0.0038826480825384
     34.3557947899887	 -0.00395481327263218
     34.6736850452544	 -0.00402787141698784
      34.994516702837	 -0.00410251638829488
      35.318316979197	 -0.00417860577212938
     35.6451133426257	 -0.00425682510812721
     35.9749335155755	 -0.00433537426077613
     36.3078054770114	 -0.00441659479632906
     36.6437574647847	 -0.00449867420521787
      36.982817978028	 -0.00458228845147466
     37.3250157795734	 -0.00466728862434616
     37.6703798983923	 -0.00475351146600633
     38.0189396320575	 -0.00484245162073815
     38.3707245492293	 -0.00493228785892595
     38.7257644921631	 -0.00502368740288091
     39.0840895792416	 -0.00511729821154149
     39.4457302075293	 -0.00521212969900276
     39.8107170553512	 -0.00530882407486886
     40.1790810848955	  -0.0054072071232546
     40.5508535448399	 -0.00550792357200722
     40.9260659730026	 -0.00560995448351673
     41.3047501990177	 -0.00571476873570949
     41.6869383470351	  -0.0058205197824162
      42.072662838446	 -0.00592866143203394
     42.4619563946329	 -0.00603899242030248
     42.8548520397456	 -0.00615131280131493
     43.2513831035025	 -0.00626541487264936
     43.6515832240183	 -0.00638191318041874
      44.055486350657	 -0.00650058842745833
     44.4631267469126	 -0.00662122720664642
     44.8745389933149	 -0.00674443344319156
     45.2897579903638	  -0.0068691468743569
     45.7088189614893	 -0.00699679415580886
     46.1317574560397	 -0.00712713272096721
     46.5586093522977	 -0.00725910566954575
     46.9894108605234	 -0.00739411821265989
     47.4241985260263	 -0.00753109077576668
     47.8630092322657	 -0.00767142515391135
     48.3058802039792	 -0.00781403868689417
     48.7528490103405	 -0.00795866453624772
      49.203953568147	 -0.00810669170083596
     49.6592321450356	 -0.00825702496594121
     50.1187233627292	 -0.00841020380414157
     50.5824662003134	 -0.00856677348103009
     51.0504999975427	 -0.00872562541117268
     51.5228644581777	 -0.00888812033666126
     51.9995996533537	 -0.00905311836544863
     52.4807460249794	 -0.00922116805319726
     52.9663443891679	  -0.0093919442691121
     53.4564359396993	 -0.00956677617940931
     53.9510622515149	 -0.00974453776065439
     54.4502652842443	 -0.00992488802062419
     54.9540873857647	  -0.0101091398919491
     55.4625712957933	  -0.0102969761322947
     55.9757601495133	  -0.0104880389902635
     56.4936974812326	  -0.0106828125690953
     57.0164272280771	  -0.0108809274189104
     57.5439937337181	   -0.011082856055297
     58.0764417521336	  -0.0112890404737014
     58.6138164514053	  -0.0114982942440951
     59.1561634175498	   -0.011711883015242
     59.7035286583862	  -0.0119293937566404
     60.2559586074383	  -0.0121504707084178
     60.8135001278743	  -0.0123763213778308
      61.376200516482	  -0.0126057153787996
     61.9441075076807	  -0.0128399111762521
     62.5172692775712	   -0.013078448765006
      63.095734448022	  -0.0133209005183592
     63.6795520907943	  -0.0135684907047417
     64.2687717317047	  -0.0138199281779952
     64.8634433548266	  -0.0140764088596194
     65.4636174067303	  -0.0143374625507326
     66.0693448007624	  -0.0146034476292369
     66.6806769213651	  -0.0148747006237841
     67.2976656284347	  -0.0151507280204431
     67.9203632617214	  -0.0154318500993072
     68.5488226452691	  -0.0157175571112827
     69.1830970918966	  -0.0160097954821917
     69.8232404077202	  -0.0163064103200953
     70.4693068967178	   -0.016609330762063
      71.121351365336	  -0.0169171614371354
     71.7794291271393	  -0.0172310218036631
     72.4435960075022	  -0.0175503347625626
     73.1139083483449	  -0.0178761550741994
     73.7904230129133	  -0.0182079174127496
     74.4731973906022	  -0.0185450002796037
     75.1622894018238	  -0.0188892965222094
     75.8577575029217	  -0.0192393441940092
      76.559660691129	  -0.0195961472662908
     77.2680585095736	  -0.0199590918356557
     77.9830110523293	  -0.0203291606974146
     78.7045789695134	  -0.0207064887063329
     79.4328234724317	   -0.021090430437154
     80.1678063387715	  -0.0214811157702624
     80.9095899178419	  -0.0218794818679135
     81.6582371358629	  -0.0222848160206179
     82.4138115013039	  -0.0226980489042445
     83.1763771102708	  -0.0231192451732686
     83.9459986519435	   -0.023547656282876
     84.7227414140635	  -0.0239833579932566
     85.5066712884722	  -0.0244280313831032
      86.297854776701	  -0.0248808904148149
      87.096358995612	  -0.0253419355978514
     87.9022516830924	  -0.0258111910316357
     88.7156012038001	  -0.0262894472104665
     89.5364765549635	  -0.0267766818266537
     90.3649473722343	  -0.0272728587417369
     91.2010839355952	  -0.0277779277879192
     92.0449571753214	  -0.0282926210327963
     92.8966386779979	  -0.0288160425574182
     93.7562006925924	  -0.0293497295862741
     94.6237161365837	  -0.0298935718071042
      95.499258602148	  -0.0304465879216231
     96.3829023624016	   -0.031011102036734
     97.2747223777011	   -0.031584511793502
      98.174794302003	   -0.032169861020605
     99.0831944892814	  -0.0327653081355702
     100.000000000005	  -0.0333715021146852
     100.925288607673	  -0.0339890113876013
     101.859138805417	  -0.0346183423301033
     102.801629812652	  -0.0352592553157626
     103.752841581806	  -0.0359114941784108
     104.712854805095	  -0.0365755092506071
     105.681750921371	  -0.0372525866237594
     106.659612123031	  -0.0379416462352763
     107.646521362989	  -0.0386430330572278
     108.642562361712	  -0.0393580643089507
     109.647819614324	  -0.0400862762317822
     110.662378397772	  -0.0408272774432358
     111.686324778062	  -0.0415822308663513
     112.719745617557	  -0.0423514180511767
     113.762728582349	  -0.0431336223637845
     114.815362149694	  -0.0439315103920581
     115.877735615518	  -0.0447429647048975
     116.949939101993	  -0.0455706519649042
     118.032063565179	  -0.0464123614267365
     119.124200802743	  -0.0472699522404804
     120.226443461747	   -0.048143540553167
     121.338885046504	  -0.0490325117483693
     122.461619926511	  -0.0499385970125062
     123.594743344457	  -0.0508610797091444
       124.7383514243	  -0.0518001304129755
     125.892541179423	  -0.0527564880986007
      127.05741052086	  -0.0537302701076746
     128.233058265609	  -0.0547223201013834
     129.419584145005	  -0.0557324847392644
     130.617088813191	  -0.0567608557321191
     131.825673855647	  -0.0578088280908905
     133.045441797816	  -0.0588756340571845
     134.276496113793	   -0.059961860195257
      135.51894123511	  -0.0610673720105807
     136.772882559592	  -0.0621935505758231
     138.038426460295	  -0.0633410579671636
     139.315680294537	  -0.0645088075480847
     140.604752412999	  -0.0656981411009182
     141.905752168916	   -0.066909566054444
     143.218789927362	  -0.0681426967090137
       144.5439770746	   -0.069397972568548
     145.881426027542	  -0.0706766577699717
     147.231250243279	  -0.0719791215060664
     148.593564228708	  -0.0733048374114481
     149.968483550245	  -0.0746549612899853
     151.356124843629	  -0.0760297520670772
     152.756605823815	  -0.0774294953719107
     154.170045294964	  -0.0788551690126761
     155.596563160516	  -0.0803061221917895
     157.036280433363	  -0.0817840445091556
      158.48931924612	  -0.0832884049265162
     159.955802861475	  -0.0848207435554196
     161.435855682657	  -0.0863811057598763
     162.929603263981	  -0.0879695651564999
     164.437172321502	  -0.0895868063141563
     165.958690743765	   -0.091233536445899
     167.494287602653	  -0.0929105585616724
     169.044093164335	  -0.0946175606760572
     170.608238900321	  -0.0963561143630911
      172.18685749861	  -0.0981258848892915
     173.780082874947	  -0.0999274200846983
     175.388050184185	   -0.101762861691371
     177.010895831752	   -0.103631016911049
     178.648757485215	   -0.105532362363385
     180.301774085967	   -0.107469518059457
     181.970085861008	   -0.109440587057593
     183.653834334845	   -0.111448235133497
     185.353162341491	   -0.113491873295587
      187.06821403659	   -0.115572495453162
      188.79913490964	   -0.117691038387423
     190.546071796335	   -0.119847765551222
     192.309172891026	   -0.122043421839576
     194.088587759288	   -0.124278934099842
      195.88446735061	    -0.12655500771224
     197.696964011197	   -0.128872451355728
     199.526231496899	   -0.131231160048247
      201.37242498625	   -0.133632594146292
     203.235701093633	   -0.136077465319938
     205.116217882568	   -0.138567020141431
     207.014134879116	   -0.141100900681587
     208.929613085415	   -0.143679977534281
      210.86281499334	   -0.146306652000526
     212.813904598283	   -0.148979777059724
     214.783047413065	    -0.15170173638749
     216.770410481981	   -0.154472240196743
     218.776162394967	   -0.157292012319206
     220.800473301902	   -0.160163441018402
     222.843514927043	   -0.163086555920639
     224.905460583591	   -0.166061688796664
     226.986485188395	   -0.169090615145113
      229.08676527679	   -0.172173897168085
     231.206479017572	   -0.175312398425749
     233.345806228113	   -0.178506907608357
     235.504928389614	   -0.181758884712748
     237.684028662501	   -0.185069705024781
     239.883291901963	   -0.188439166677187
     242.102904673631	   -0.191869626772959
     244.343055269411	   -0.195361261657559
     246.603933723448	   -0.198915512133063
     248.885731828253	   -0.202532790340143
     251.188643150972	   -0.206215107574015
     253.512863049805	   -0.209963646488057
     255.858588690579	   -0.213779073233632
     258.226019063474	   -0.217662077474685
     260.615354999904	   -0.221615031934263
     263.026799189553	   -0.225638960670081
     265.460556197569	   -0.229734068927641
     267.916832481919	   -0.233902647757241
       270.3958364109	   -0.238145429856396
      272.89777828082	   -0.242463500995086
     275.422870333832	   -0.246859066648741
     277.971326775945	   -0.251332783771212
     280.543363795188	   -0.255886154231703
     283.139199579954	   -0.260520808864815
     285.759054337511	   -0.265238512792444
     288.403150312677	   -0.270039494686914
     291.071711806677	   -0.274926482047665
      293.76496519617	   -0.279899961605794
     296.483138952452	   -0.284962311245631
     299.226463660836	   -0.290114633006449
     301.995172040219	   -0.295358720983609
     304.789498962816	   -0.300696396373794
     307.609681474089	    -0.30612851436473
     310.455958812854	   -0.311657603415838
     313.328572431577	    -0.31728504002078
     316.227766016857	   -0.323012593118524
     319.153785510095	   -0.328842252266184
     322.106879128362	   -0.334775707036147
     325.087297385454	   -0.340814172149995
     328.095293113139	    -0.34696081295703
     331.131121482611	   -0.353216516556827
     334.195040026134	   -0.359583644906127
     337.287308658889	   -0.366064241178603
     340.408189701021	   -0.372660389680805
     343.557947899895	   -0.379373866772031
     346.736850452552	    -0.38620730534621
     349.945167028378	   -0.393162536845358
     353.183169791978	   -0.400242149248204
     356.451133426266	   -0.407447688310591
     359.749335155764	   -0.414782355928436
     363.078054770123	   -0.422248303790936
     366.437574647855	   -0.429847504526367
     369.828179780289	   -0.437582696234377
     373.250157795743	   -0.445456784219185
     376.703798983932	   -0.453471889054351
     380.189396320584	   -0.461631211466801
     383.707245492302	   -0.469936867245851
     387.257644921641	   -0.478392047311209
     390.840895792426	   -0.486999483768094
     394.457302075302	   -0.495762361449093
     398.107170553522	   -0.504683410502268
     401.790810848965	   -0.513765822177505
     405.508535448409	   -0.523012324377387
     409.260659730036	   -0.532427047028586
     413.047501990187	   -0.542012417605736
     416.869383470361	   -0.551772557932288
      420.72662838447	   -0.561710601612876
     424.619563946339	   -0.571830333053459
     428.548520397466	   -0.582135171176903
     432.513831035036	   -0.592629055885934
     436.515832240193	   -0.603316043383438
     440.554863506581	   -0.614199732366359
     444.631267469136	   -0.625284945470903
      448.74538993316	   -0.636575366527275
     452.897579903649	   -0.648075211033855
     457.088189614904	   -0.659789599485769
     461.317574560408	   -0.671722762577777
     465.586093522988	   -0.683879316092705
     469.894108605245	   -0.696264707806264
     474.241985260275	   -0.708883341623163
     478.630092322669	   -0.721741069806352
     483.058802039803	   -0.734842824904632
     487.528490103417	   -0.748194134724594
     492.039535681482	   -0.761800747004092
     496.592321450368	   -0.775668924617372
     501.187233627304	   -0.789804638733438
     505.824662003146	   -0.804213842434777
     510.504999975439	   -0.818903382778991
     515.228644581789	    -0.83387970984908
     519.995996533549	   -0.849150381705971
     524.807460249806	   -0.864721653710143
     529.663443891692	   -0.880601061975535
     534.564359397006	   -0.896797410805246
     539.510622515162	   -0.913317159995819
     544.502652842456	   -0.930169649982431
      549.54087385766	   -0.947363230387772
     554.625712957947	   -0.964905434525868
     559.757601495146	   -0.982807343754094
     564.936974812339	    -1.00107653222521
     570.164272280784	    -1.01972336135079
     575.439937337194	    -1.03875887776261
      580.76441752135	    -1.05819204423863
     586.138164514067	    -1.07803478906486
     591.561634175512	     -1.0982981393892
     597.035286583876	    -1.11899242969552
     602.559586074397	    -1.14013155334946
     608.135001278758	    -1.16172713421252
     613.762005164834	    -1.18379152742638
     619.441075076822	    -1.20633954311463
     625.172692775727	     -1.2293830600988
     630.957344480235	    -1.25293835918337
     636.795520907958	    -1.27701880847057
     642.687717317062	    -1.30164031748399
     648.634433548281	     -1.3268180680191
     654.636174067318	    -1.35256981989117
      660.69344800764	    -1.37891257570954
     666.806769213666	    -1.40586245319809
     672.976656284362	    -1.43343957124174
     679.203632617229	    -1.46166144727273
     685.488226452707	    -1.49054781027089
     691.830970918982	    -1.52011987519012
     698.232404077218	    -1.55039637759458
