                 Time	              V(R1:2)	              V(D1:1)	         AVG(V(R1:2))
   0.0257737113571167	-6.02139152761083e-005	    -5.06112432479858	     6.77790940549495
   0.0258872855758667	-5.87896392971743e-005	    -5.77800559997559	     6.74817270246754
   0.0261144340133667	-5.31695659446996e-005	    -7.17870092391968	     6.68947529396769
   0.0265687308883667	-4.54308101325296e-005	     -9.8123836517334	     6.57509157985166
   0.0274773246383667	-3.29031608998775e-005	    -14.1497468948364	      6.3576714787088
   0.0284773246383667	-2.20821166294627e-005	    -17.0090255737305	     6.13441669434671
   0.0294773246383667	-1.03787615444162e-005	    -17.4794368743896	     5.92630985290014
   0.0304773246383667	2.24257064473932e-007	    -15.4949140548706	      5.7318598806512
   0.0314773246383667	1.30841135614901e-005	    -11.3341760635376	       5.549765204807
   0.0324773246383667	2.92934837489156e-005	    -5.58158683776855	     5.37888462650185
   0.0333019340133667	6.94290574756451e-005	   -0.208330988883972	     5.24569602596862
   0.0339731254196167	     3.56615543365479	     4.20400857925415	     5.17728735519074
   0.0346200004196167	     7.52945041656494	     8.20623302459717	     5.18421044174147
   0.0356049613571167	     12.5930099487305	     13.2964153289795	     5.31912630046207
   0.0366049613571167	     15.8919610977173	     16.6075611114502	     5.56290088434172
   0.0376049613571167	     16.8675594329834	     17.5862236022949	     5.85054535971522
   0.0386049613571167	     15.3809909820557	     16.0949535369873	     6.11666995838446
   0.0396049613571167	      11.643590927124	     12.3431949615479	     6.30340466895568
   0.0406049613571167	     6.19071388244629	     6.85787153244019	     6.36777482591364
   0.0416049613571167	  0.00277754524722695	    0.409380495548248	      6.2891536950348
   0.0420751762008667	   0.0104949120432138	    -2.69977712631226	     6.21894286680886
   0.0422070365524292	4.24127720179968e-005	    -3.56063055992126	      6.1995305286773
   0.0423048514938355	-6.64282779325731e-005	    -4.19365215301514	     6.18519628878439
    0.042430754814148	-6.19263737462461e-005	    -4.99993753433228	     6.16684297800564
    0.042682561454773	-5.50672157260124e-005	    -6.57693195343018	     6.13046121715279
    0.043186174736023	-4.62560892628971e-005	    -9.53958320617676	     6.05897057872743
    0.044186174736023	-3.22241467074491e-005	    -14.3143939971924	     5.92184601759393
    0.045186174736023	-2.17891138163395e-005	    -17.0787925720215	     5.79079104206613
    0.046186174736023	-9.73433634499088e-006	    -17.4445247650146	     5.66541138382666
    0.047186174736023	5.33096283561463e-007	    -15.3602247238159	      5.5453462160918
    0.048186174736023	1.38299456011737e-005	    -11.1186265945435	     5.43026467942803
    0.049186174736023	3.01135642075678e-005	    -5.31545114517212	     5.31986286963459
                 0.05	  0.00010149396257475	-1.29318434351775e-014	     5.23327516460585


