                 Time	              V(R1:2)	              V(D1:1)	         AVG(V(R1:2))
                    0	-2.27749366732458e-020	                    0	-2.27749366732458e-020
               1e-005	  0.00023788858379703	   0.0663502812385559	 0.000118944291898515
1.17396926879883e-005	 0.000286883645458147	   0.0778931230306625	 0.000140200784447831
1.52190780639648e-005	  0.00036235194420442	    0.100978694856167	  0.00018236219832012
 2.2177848815918e-005	  0.00061509438091889	    0.147149279713631	 0.000278489452825255
3.60953903198242e-005	      0.0024952176027	     0.23948709666729	 0.000770742324605457
5.17325973510742e-005	   0.0134852286428213	    0.343226283788681	  0.00295297406396239
6.91245651245117e-005	   0.0531002506613731	    0.458592593669891	   0.0105865588020655
9.19120407104492e-005	    0.145595371723175	    0.609718382358551	   0.0325928689240555
 0.000137486991882324	    0.391440778970718	    0.911823809146881	    0.110798665819668
 0.000194243583679199	    0.732960283756256	     1.28766310214996	    0.242695076160464
 0.000297917900085449	     1.38408029079437	     1.97254514694214	    0.526599202247072
 0.000505266532897949	     2.70857977867126	     3.33222937583923	     1.15025837981339
 0.000919963798522949	     5.32360315322876	     5.98236608505249	     2.44210610954649
  0.00174935832977295	     10.0918588638306	     10.7838001251221	     4.93861035370401
  0.00274935832977295	     14.4363584518433	     15.1468915939331	     7.60304962478945
  0.00374935832977295	     16.6646099090576	     17.3826484680176	     9.72272820886926
  0.00474935832977295	     16.4596309661865	     17.1770629882813	     11.1627947934177
  0.00574935832977295	     13.8504705429077	     14.5590105056763	     11.8571776674952
  0.00674935832977295	     9.20864391326904	     9.89618873596191	      11.808636691687
  0.00774935832977295	     3.20981645584106	     3.84347581863403	     11.0860728007363
  0.00847924114227295	  -0.0217459574341774	   -0.967616558074951	     10.2690096994254
  0.00891210247039795	  0.00935540627688169	    -3.80976104736328	     9.76994240447335
  0.00902889934539795	-6.20288265054114e-005	    -4.56240272521973	     9.64361958488941
  0.00913663860321045	-6.11532450420782e-005	    -5.24886846542358	     9.52990128020464
  0.00935211711883545	-5.51829252799507e-005	    -6.59470796585083	     9.31032516820877
  0.00978307415008545	-4.73202562716324e-005	    -9.14731597900391	     8.90019108150538
   0.0106449882125854	-3.48712383129168e-005	    -13.4688959121704	     8.17954817238318
   0.0116449882125854	-2.3964114006958e-005	    -16.6935882568359	      7.4771363329947
   0.0126449882125854	-1.21823668450816e-005	    -17.5737152099609	      6.8858226614807
   0.0136449882125854	-1.70003988841927e-006	    -15.9856662750244	     6.38118099412236
   0.0146449882125855	1.09388265627786e-005	    -12.1524782180786	     5.94545675303043
   0.0156449882125855	2.57062438322464e-005	     -6.6125111579895	     5.56543483484755
   0.0166449882125855	7.67906312830746e-005	   -0.143835887312889	       5.231076917898
   0.0174659843063355	     4.57281064987183	     5.22360849380493	       5.092663169758
   0.0182316093063355	      9.1048641204834	     9.79150772094727	     5.16599266093002
   0.0192316093063355	     13.7796049118042	      14.487681388855	     5.49234298113677
   0.0202316093063355	      16.431770324707	     17.1491031646729	     5.96750758576901
   0.0212316093063355	     16.6838855743408	      17.401985168457	      6.4663072862983
   0.0222316093063355	     14.4999084472656	     15.2108097076416	     6.87678543022216
   0.0232316093063355	     10.1905698776245	     10.8833208084106	     7.11217393302087
   0.0242316093063355	     4.37785387039185	     5.02730226516724	     7.11927366539161
   0.0252316093063355	  -0.0147819938138127	    -1.53478598594666	     6.92357716156762
   0.0256518241500855	  0.00736449984833598	    -4.28148698806763	     6.81009796614505
