#f (hz)	V/V	dB
53.2700115747	0.9999999957	-3.70E-08
53.3928423768	0.9999999957	-3.75E-08
53.5159564041	0.9999999956	-3.81E-08
53.6393543096	0.9999999956	-3.86E-08
53.7630367479	0.9999999955	-3.91E-08
53.887004375	0.9999999954	-3.97E-08
54.0112578485	0.9999999954	-4.02E-08
54.1357978276	0.9999999953	-4.08E-08
54.2606249728	0.9999999952	-4.13E-08
54.3857399464	0.9999999952	-4.19E-08
54.511143412	0.9999999951	-4.25E-08
54.6368360348	0.999999995	-4.31E-08
54.7628184816	0.999999995	-4.37E-08
54.8890914206	0.9999999949	-4.43E-08
55.0156555217	0.9999999948	-4.49E-08
55.1425114562	0.9999999948	-4.55E-08
55.269659897	0.9999999947	-4.62E-08
55.3971015187	0.9999999946	-4.68E-08
55.5248369971	0.9999999945	-4.75E-08
55.65286701	0.9999999945	-4.81E-08
55.7811922364	0.9999999944	-4.88E-08
55.9098133571	0.9999999943	-4.95E-08
56.0387310544	0.9999999942	-5.02E-08
56.167946012	0.9999999941	-5.09E-08
56.2974589154	0.9999999941	-5.16E-08
56.4272704516	0.999999994	-5.23E-08
56.5573813093	0.9999999939	-5.30E-08
56.6877921785	0.9999999938	-5.38E-08
56.8185037511	0.9999999937	-5.45E-08
56.9495167205	0.9999999936	-5.53E-08
57.0808317815	0.9999999935	-5.60E-08
57.2124496308	0.9999999935	-5.68E-08
57.3443709666	0.9999999934	-5.76E-08
57.4765964885	0.9999999933	-5.84E-08
57.6091268981	0.9999999932	-5.92E-08
57.7419628983	0.9999999931	-6.00E-08
57.8751051938	0.999999993	-6.09E-08
58.0085544908	0.9999999929	-6.17E-08
58.1423114972	0.9999999928	-6.26E-08
58.2763769226	0.9999999927	-6.34E-08
58.410751478	0.9999999926	-6.43E-08
58.5454358764	0.9999999925	-6.52E-08
58.680430832	0.9999999924	-6.61E-08
58.8157370611	0.9999999923	-6.71E-08
58.9513552814	0.9999999922	-6.80E-08
59.0872862122	0.9999999921	-6.89E-08
59.2235305746	0.999999992	-6.99E-08
59.3600890914	0.9999999918	-7.09E-08
59.4969624868	0.9999999917	-7.19E-08
59.634151487	0.9999999916	-7.29E-08
59.7716568197	0.9999999915	-7.39E-08
59.9094792142	0.9999999914	-7.49E-08
60.0476194018	0.9999999913	-7.59E-08
60.186078115	0.9999999911	-7.70E-08
60.3248560885	0.999999991	-7.81E-08
60.4639540584	0.9999999909	-7.92E-08
60.6033727624	0.9999999908	-8.03E-08
60.7431129402	0.9999999906	-8.14E-08
60.8831753331	0.9999999905	-8.25E-08
61.0235606839	0.9999999904	-8.36E-08
61.1642697374	0.9999999902	-8.48E-08
61.30530324	0.9999999901	-8.60E-08
61.4466619398	0.99999999	-8.72E-08
61.5883465866	0.9999999898	-8.84E-08
61.7303579321	0.9999999897	-8.96E-08
61.8726967294	0.9999999895	-9.09E-08
62.0153637337	0.9999999894	-9.21E-08
62.1583597018	0.9999999892	-9.34E-08
62.3016853921	0.9999999891	-9.47E-08
62.445341565	0.9999999889	-9.60E-08
62.5893289825	0.9999999888	-9.74E-08
62.7336484083	0.9999999886	-9.87E-08
62.8783006081	0.9999999885	-1.00E-07
63.0232863491	0.9999999883	-1.02E-07
63.1686064005	0.9999999882	-1.03E-07
63.314261533	0.999999988	-1.04E-07
63.4602525194	0.9999999878	-1.06E-07
63.6065801339	0.9999999876	-1.07E-07
63.7532451529	0.9999999875	-1.09E-07
63.9002483544	0.9999999873	-1.10E-07
64.047590518	0.9999999871	-1.12E-07
64.1952724255	0.9999999869	-1.13E-07
64.3432948602	0.9999999868	-1.15E-07
64.4916586072	0.9999999866	-1.17E-07
64.6403644536	0.9999999864	-1.18E-07
64.7894131882	0.9999999862	-1.20E-07
64.9388056016	0.999999986	-1.21E-07
65.0885424864	0.9999999858	-1.23E-07
65.2386246367	0.9999999856	-1.25E-07
65.3890528487	0.9999999854	-1.27E-07
65.5398279204	0.9999999852	-1.28E-07
65.6909506516	0.999999985	-1.30E-07
65.8424218438	0.9999999848	-1.32E-07
65.9942423006	0.9999999846	-1.34E-07
66.1464128273	0.9999999844	-1.36E-07
66.2989342311	0.9999999842	-1.38E-07
66.4518073211	0.9999999839	-1.39E-07
66.6050329082	0.9999999837	-1.41E-07
66.7586118052	0.9999999835	-1.43E-07
66.9125448268	0.9999999833	-1.45E-07
67.0668327894	0.999999983	-1.47E-07
67.2214765116	0.9999999828	-1.49E-07
67.3764768136	0.9999999826	-1.52E-07
67.5318345176	0.9999999823	-1.54E-07
67.6875504479	0.9999999821	-1.56E-07
67.8436254302	0.9999999818	-1.58E-07
68.0000602927	0.9999999816	-1.60E-07
68.156855865	0.9999999813	-1.62E-07
68.314012979	0.999999981	-1.65E-07
68.4715324682	0.9999999808	-1.67E-07
68.6294151682	0.9999999805	-1.69E-07
68.7876619165	0.9999999802	-1.72E-07
68.9462735527	0.99999998	-1.74E-07
69.1052509179	0.9999999797	-1.76E-07
69.2645948556	0.9999999794	-1.79E-07
69.4243062109	0.9999999791	-1.81E-07
69.5843858311	0.9999999788	-1.84E-07
69.7448345653	0.9999999785	-1.86E-07
69.9056532647	0.9999999782	-1.89E-07
70.0668427823	0.9999999779	-1.92E-07
70.228403973	0.9999999776	-1.94E-07
70.3903376941	0.9999999773	-1.97E-07
70.5526448044	0.999999977	-2.00E-07
70.7153261649	0.9999999767	-2.03E-07
70.8783826385	0.9999999764	-2.05E-07
71.0418150902	0.999999976	-2.08E-07
71.205624387	0.9999999757	-2.11E-07
71.3698113977	0.9999999754	-2.14E-07
71.5343769933	0.999999975	-2.17E-07
71.6993220468	0.9999999747	-2.20E-07
71.8646474331	0.9999999743	-2.23E-07
72.0303540292	0.999999974	-2.26E-07
72.196442714	0.9999999736	-2.29E-07
72.3629143687	0.9999999732	-2.33E-07
72.5297698763	0.9999999729	-2.36E-07
72.6970101218	0.9999999725	-2.39E-07
72.8646359924	0.9999999721	-2.42E-07
73.0326483773	0.9999999717	-2.46E-07
73.2010481677	0.9999999713	-2.49E-07
73.3698362569	0.9999999709	-2.53E-07
73.5390135402	0.9999999705	-2.56E-07
73.7085809151	0.9999999701	-2.60E-07
73.8785392811	0.9999999697	-2.63E-07
74.0488895396	0.9999999693	-2.67E-07
74.2196325943	0.9999999688	-2.71E-07
74.3907693509	0.9999999684	-2.75E-07
74.5623007173	0.999999968	-2.78E-07
74.7342276033	0.9999999675	-2.82E-07
74.906550921	0.9999999671	-2.86E-07
75.0792715843	0.9999999666	-2.90E-07
75.2523905096	0.9999999661	-2.94E-07
75.4259086152	0.9999999657	-2.98E-07
75.5998268214	0.9999999652	-3.02E-07
75.7741460509	0.9999999647	-3.07E-07
75.9488672283	0.9999999642	-3.11E-07
76.1239912804	0.9999999637	-3.15E-07
76.2995191363	0.9999999632	-3.20E-07
76.4754517269	0.9999999627	-3.24E-07
76.6517899856	0.9999999622	-3.29E-07
76.8285348477	0.9999999616	-3.33E-07
77.0056872508	0.9999999611	-3.38E-07
77.1832481346	0.9999999606	-3.42E-07
77.361218441	0.99999996	-3.47E-07
77.5395991141	0.9999999595	-3.52E-07
77.7183911	0.9999999589	-3.57E-07
77.8975953471	0.9999999583	-3.62E-07
78.0772128062	0.9999999578	-3.67E-07
78.2572444299	0.9999999572	-3.72E-07
78.4376911733	0.9999999566	-3.77E-07
78.6185539935	0.999999956	-3.82E-07
78.79983385	0.9999999554	-3.88E-07
78.9815317043	0.9999999547	-3.93E-07
79.1636485202	0.9999999541	-3.99E-07
79.3461852639	0.9999999535	-4.04E-07
79.5291429036	0.9999999528	-4.10E-07
79.7125224098	0.9999999522	-4.16E-07
79.8963247553	0.9999999515	-4.21E-07
80.080550915	0.9999999508	-4.27E-07
80.2652018662	0.9999999501	-4.33E-07
80.4502785883	0.9999999494	-4.39E-07
80.6357820632	0.9999999487	-4.45E-07
80.8217132748	0.999999948	-4.51E-07
81.0080732094	0.9999999473	-4.58E-07
81.1948628555	0.9999999466	-4.64E-07
81.3820832041	0.9999999458	-4.71E-07
81.5697352482	0.9999999451	-4.77E-07
81.7578199833	0.9999999443	-4.84E-07
81.9463384069	0.9999999435	-4.91E-07
82.1352915193	0.9999999427	-4.97E-07
82.3246803225	0.9999999419	-5.04E-07
82.5145058214	0.9999999411	-5.11E-07
82.7047690228	0.9999999403	-5.18E-07
82.8954709359	0.9999999395	-5.26E-07
83.0866125725	0.9999999386	-5.33E-07
83.2781949463	0.9999999378	-5.40E-07
83.4702190737	0.9999999369	-5.48E-07
83.6626859732	0.999999936	-5.55E-07
83.8555966658	0.9999999352	-5.63E-07
84.0489521748	0.9999999343	-5.71E-07
84.2427535259	0.9999999333	-5.79E-07
84.4370017471	0.9999999324	-5.87E-07
84.6316978689	0.9999999315	-5.95E-07
84.8268429238	0.9999999305	-6.03E-07
85.0224379472	0.9999999296	-6.12E-07
85.2184839766	0.9999999286	-6.20E-07
85.4149820519	0.9999999276	-6.29E-07
85.6119332155	0.9999999266	-6.38E-07
85.809338512	0.9999999255	-6.47E-07
86.0071989887	0.9999999245	-6.56E-07
86.205515695	0.9999999235	-6.65E-07
86.4042896831	0.9999999224	-6.74E-07
86.6035220072	0.9999999213	-6.83E-07
86.8032137242	0.9999999202	-6.93E-07
87.0033658935	0.9999999191	-7.03E-07
87.2039795766	0.999999918	-7.12E-07
87.4050558378	0.9999999168	-7.22E-07
87.6065957438	0.9999999157	-7.32E-07
87.8086003635	0.9999999145	-7.43E-07
88.0110707685	0.9999999133	-7.53E-07
88.2140080329	0.9999999121	-7.63E-07
88.417413233	0.9999999109	-7.74E-07
88.621287448	0.9999999097	-7.85E-07
88.8256317593	0.9999999084	-7.96E-07
89.0304472508	0.9999999071	-8.07E-07
89.2357350089	0.9999999058	-8.18E-07
89.4414961227	0.9999999045	-8.29E-07
89.6477316836	0.9999999032	-8.41E-07
89.8544427855	0.9999999018	-8.53E-07
90.0616305251	0.9999999005	-8.64E-07
90.2692960013	0.9999998991	-8.76E-07
90.4774403157	0.9999998977	-8.89E-07
90.6860645725	0.9999998963	-9.01E-07
90.8951698782	0.9999998948	-9.14E-07
91.1047573421	0.9999998934	-9.26E-07
91.314828076	0.9999998919	-9.39E-07
91.5253831941	0.9999998904	-9.52E-07
91.7364238135	0.9999998888	-9.65E-07
91.9479510535	0.9999998873	-9.79E-07
92.1599660362	0.9999998857	-9.92E-07
92.3724698864	0.9999998841	-1.01E-06
92.5854637311	0.9999998825	-1.02E-06
92.7989487002	0.9999998809	-1.03E-06
93.0129259263	0.9999998792	-1.05E-06
93.2273965443	0.9999998776	-1.06E-06
93.4423616919	0.9999998759	-1.08E-06
93.6578225094	0.9999998741	-1.09E-06
93.8737801397	0.9999998724	-1.11E-06
94.0902357284	0.9999998706	-1.12E-06
94.3071904237	0.9999998688	-1.14E-06
94.5246453765	0.999999867	-1.16E-06
94.7426017401	0.9999998651	-1.17E-06
94.9610606709	0.9999998632	-1.19E-06
95.1800233276	0.9999998613	-1.20E-06
95.3994908717	0.9999998594	-1.22E-06
95.6194644674	0.9999998575	-1.24E-06
95.8399452816	0.9999998555	-1.26E-06
96.0609344838	0.9999998535	-1.27E-06
96.2824332462	0.9999998514	-1.29E-06
96.5044427438	0.9999998494	-1.31E-06
96.7269641544	0.9999998473	-1.33E-06
96.9499986581	0.9999998451	-1.35E-06
97.1735474383	0.999999843	-1.36E-06
97.3976116806	0.9999998408	-1.38E-06
97.6221925736	0.9999998386	-1.40E-06
97.8472913087	0.9999998363	-1.42E-06
98.0729090798	0.9999998341	-1.44E-06
98.2990470838	0.9999998317	-1.46E-06
98.5257065203	0.9999998294	-1.48E-06
98.7528885916	0.999999827	-1.50E-06
98.9805945027	0.9999998246	-1.52E-06
99.2088254616	0.9999998222	-1.54E-06
99.4375826789	0.9999998197	-1.57E-06
99.666867368	0.9999998172	-1.59E-06
99.8966807453	0.9999998147	-1.61E-06
100.1270240298	0.9999998121	-1.63E-06
100.3578984433	0.9999998095	-1.65E-06
100.5893052105	0.9999998068	-1.68E-06
100.821245559	0.9999998041	-1.70E-06
101.053720719	0.9999998014	-1.72E-06
101.2867319238	0.9999997986	-1.75E-06
101.5202804094	0.9999997958	-1.77E-06
101.7543674146	0.999999793	-1.80E-06
101.9889941812	0.9999997901	-1.82E-06
102.2241619538	0.9999997872	-1.85E-06
102.4598719798	0.9999997842	-1.87E-06
102.6961255095	0.9999997812	-1.90E-06
102.9329237963	0.9999997782	-1.93E-06
103.1702680961	0.9999997751	-1.95E-06
103.408159668	0.999999772	-1.98E-06
103.6465997739	0.9999997688	-2.01E-06
103.8855896787	0.9999997656	-2.04E-06
104.1251306499	0.9999997623	-2.06E-06
104.3652239584	0.999999759	-2.09E-06
104.6058708777	0.9999997557	-2.12E-06
104.8470726844	0.9999997523	-2.15E-06
105.0888306578	0.9999997488	-2.18E-06
105.3311460804	0.9999997453	-2.21E-06
105.5740202376	0.9999997418	-2.24E-06
105.8174544177	0.9999997382	-2.27E-06
106.0614499121	0.9999997345	-2.31E-06
106.306008015	0.9999997308	-2.34E-06
106.5511300236	0.9999997271	-2.37E-06
106.7968172383	0.9999997233	-2.40E-06
107.0430709624	0.9999997194	-2.44E-06
107.289892502	0.9999997155	-2.47E-06
107.5372831665	0.9999997116	-2.51E-06
107.7852442681	0.9999997076	-2.54E-06
108.0337771222	0.9999997035	-2.58E-06
108.2828830471	0.9999996994	-2.61E-06
108.5325633643	0.9999996952	-2.65E-06
108.7828193981	0.999999691	-2.68E-06
109.0336524761	0.9999996867	-2.72E-06
109.2850639288	0.9999996823	-2.76E-06
109.5370550898	0.9999996779	-2.80E-06
109.789627296	0.9999996734	-2.84E-06
110.0427818869	0.9999996688	-2.88E-06
110.2965202055	0.9999996642	-2.92E-06
110.5508435979	0.9999996596	-2.96E-06
110.8057534129	0.9999996548	-3.00E-06
111.0612510029	0.99999965	-3.04E-06
111.3173377231	0.9999996452	-3.08E-06
111.574014932	0.9999996402	-3.13E-06
111.831283991	0.9999996352	-3.17E-06
112.089146265	0.9999996301	-3.21E-06
112.3476031217	0.999999625	-3.26E-06
112.6066559322	0.9999996198	-3.30E-06
112.8663060706	0.9999996145	-3.35E-06
113.1265549142	0.9999996091	-3.40E-06
113.3874038435	0.9999996037	-3.44E-06
113.6488542423	0.9999995982	-3.49E-06
113.9109074974	0.9999995926	-3.54E-06
114.1735649988	0.9999995869	-3.59E-06
114.4368281399	0.9999995812	-3.64E-06
114.7006983172	0.9999995753	-3.69E-06
114.9651769303	0.9999995694	-3.74E-06
115.2302653823	0.9999995634	-3.79E-06
115.4959650792	0.9999995573	-3.84E-06
115.7622774305	0.9999995512	-3.90E-06
116.0292038489	0.9999995449	-3.95E-06
116.2967457502	0.9999995386	-4.01E-06
116.5649045538	0.9999995322	-4.06E-06
116.833681682	0.9999995257	-4.12E-06
117.1030785606	0.9999995191	-4.18E-06
117.3730966186	0.9999995124	-4.24E-06
117.6437372883	0.9999995056	-4.29E-06
117.9150020054	0.9999994987	-4.35E-06
118.1868922088	0.9999994918	-4.41E-06
118.4594093408	0.9999994847	-4.48E-06
118.7325548469	0.9999994775	-4.54E-06
119.0063301761	0.9999994702	-4.60E-06
119.2807367806	0.9999994629	-4.67E-06
119.555776116	0.9999994554	-4.73E-06
119.8314496413	0.9999994478	-4.80E-06
120.1077588188	0.9999994401	-4.86E-06
120.3847051142	0.9999994323	-4.93E-06
120.6622899966	0.9999994244	-5.00E-06
120.9405149384	0.9999994164	-5.07E-06
121.2193814155	0.9999994083	-5.14E-06
121.4988909072	0.9999994001	-5.21E-06
121.7790448961	0.9999993917	-5.28E-06
122.0598448683	0.9999993833	-5.36E-06
122.3412923134	0.9999993747	-5.43E-06
122.6233887243	0.999999366	-5.51E-06
122.9061355973	0.9999993572	-5.58E-06
123.1895344324	0.9999993482	-5.66E-06
123.4735867328	0.9999993391	-5.74E-06
123.7582940054	0.99999933	-5.82E-06
124.0436577603	0.9999993206	-5.90E-06
124.3296795113	0.9999993112	-5.98E-06
124.6163607756	0.9999993016	-6.07E-06
124.9037030739	0.9999992919	-6.15E-06
125.1917079304	0.999999282	-6.24E-06
125.4803768729	0.999999272	-6.32E-06
125.7697114327	0.9999992619	-6.41E-06
126.0597131444	0.9999992516	-6.50E-06
126.3503835465	0.9999992412	-6.59E-06
126.6417241809	0.9999992307	-6.68E-06
126.9337365929	0.9999992199	-6.78E-06
127.2264223316	0.9999992091	-6.87E-06
127.5197829495	0.9999991981	-6.97E-06
127.8138200028	0.9999991869	-7.06E-06
128.1085350511	0.9999991756	-7.16E-06
128.4039296579	0.9999991641	-7.26E-06
128.7000053901	0.9999991525	-7.36E-06
128.9967638182	0.9999991407	-7.46E-06
129.2942065164	0.9999991288	-7.57E-06
129.5923350625	0.9999991166	-7.67E-06
129.8911510379	0.9999991044	-7.78E-06
130.1906560278	0.9999990919	-7.89E-06
130.4908516208	0.9999990793	-8.00E-06
130.7917394093	0.9999990664	-8.11E-06
131.0933209895	0.9999990534	-8.22E-06
131.3955979611	0.9999990403	-8.34E-06
131.6985719275	0.9999990269	-8.45E-06
132.0022444959	0.9999990134	-8.57E-06
132.3066172771	0.9999989997	-8.69E-06
132.6116918857	0.9999989857	-8.81E-06
132.91746994	0.9999989716	-8.93E-06
133.2239530619	0.9999989573	-9.06E-06
133.5311428773	0.9999989428	-9.18E-06
133.8390410157	0.9999989281	-9.31E-06
134.1476491102	0.9999989132	-9.44E-06
134.456968798	0.9999988981	-9.57E-06
134.7670017198	0.9999988827	-9.70E-06
135.0777495202	0.9999988672	-9.84E-06
135.3892138477	0.9999988514	-9.98E-06
135.7013963543	0.9999988354	-1.01E-05
136.0142986961	0.9999988192	-1.03E-05
136.3279225328	0.9999988028	-1.04E-05
136.6422695282	0.9999987861	-1.05E-05
136.9573413496	0.9999987692	-1.07E-05
137.2731396685	0.9999987521	-1.08E-05
137.5896661599	0.9999987348	-1.10E-05
137.9069225028	0.9999987171	-1.11E-05
138.2249103803	0.9999986993	-1.13E-05
138.5436314791	0.9999986812	-1.15E-05
138.8630874898	0.9999986628	-1.16E-05
139.1832801071	0.9999986442	-1.18E-05
139.5042110293	0.9999986254	-1.19E-05
139.825881959	0.9999986062	-1.21E-05
140.1482946023	0.9999985869	-1.23E-05
140.4714506697	0.9999985672	-1.24E-05
140.7953518752	0.9999985473	-1.26E-05
141.119999937	0.999998527	-1.28E-05
141.4453965772	0.9999985065	-1.30E-05
141.771543522	0.9999984858	-1.32E-05
142.0984425014	0.9999984647	-1.33E-05
142.4260952494	0.9999984433	-1.35E-05
142.7545035041	0.9999984217	-1.37E-05
143.0836690075	0.9999983997	-1.39E-05
143.4135935057	0.9999983774	-1.41E-05
143.7442787489	0.9999983549	-1.43E-05
144.0757264911	0.999998332	-1.45E-05
144.4079384906	0.9999983088	-1.47E-05
144.7409165095	0.9999982852	-1.49E-05
145.0746623142	0.9999982614	-1.51E-05
145.4091776751	0.9999982372	-1.53E-05
145.7444643666	0.9999982126	-1.55E-05
146.0805241672	0.9999981878	-1.57E-05
146.4173588596	0.9999981626	-1.60E-05
146.7549702305	0.999998137	-1.62E-05
147.0933600709	0.9999981111	-1.64E-05
147.4325301758	0.9999980848	-1.66E-05
147.7724823442	0.9999980581	-1.69E-05
148.1132183794	0.9999980311	-1.71E-05
148.4547400891	0.9999980037	-1.73E-05
148.7970492846	0.9999979759	-1.76E-05
149.1401477819	0.9999979478	-1.78E-05
149.484037401	0.9999979192	-1.81E-05
149.8287199659	0.9999978903	-1.83E-05
150.1741973051	0.9999978609	-1.86E-05
150.5204712513	0.9999978311	-1.88E-05
150.8675436411	0.999997801	-1.91E-05
151.2154163158	0.9999977704	-1.94E-05
151.5640911205	0.9999977393	-1.96E-05
151.913569905	0.9999977079	-1.99E-05
152.2638545229	0.999997676	-2.02E-05
152.6149468324	0.9999976436	-2.05E-05
152.9668486959	0.9999976109	-2.08E-05
153.31956198	0.9999975776	-2.10E-05
153.6730885558	0.9999975439	-2.13E-05
154.0274302986	0.9999975097	-2.16E-05
154.3825890879	0.9999974751	-2.19E-05
154.7385668077	0.9999974399	-2.22E-05
155.0953653464	0.9999974043	-2.25E-05
155.4529865966	0.9999973682	-2.29E-05
155.8114324553	0.9999973316	-2.32E-05
156.1707048239	0.9999972944	-2.35E-05
156.5308056082	0.9999972568	-2.38E-05
156.8917367184	0.9999972186	-2.42E-05
157.253500069	0.9999971799	-2.45E-05
157.616097579	0.9999971407	-2.48E-05
157.9795311719	0.9999971009	-2.52E-05
158.3438027754	0.9999970606	-2.55E-05
158.708914322	0.9999970197	-2.59E-05
159.0748677483	0.9999969782	-2.62E-05
159.4416649956	0.9999969361	-2.66E-05
159.8093080096	0.9999968935	-2.70E-05
160.1777987404	0.9999968503	-2.74E-05
160.5471391427	0.9999968064	-2.77E-05
160.9173311758	0.999996762	-2.81E-05
161.2883768032	0.999996717	-2.85E-05
161.6602779934	0.9999966713	-2.89E-05
162.0330367189	0.999996625	-2.93E-05
162.4066549571	0.999996578	-2.97E-05
162.78113469	0.9999965304	-3.01E-05
163.1564779039	0.9999964821	-3.06E-05
163.5326865899	0.9999964331	-3.10E-05
163.9097627437	0.9999963835	-3.14E-05
164.2877083653	0.9999963332	-3.18E-05
164.6665254597	0.9999962822	-3.23E-05
165.0462160363	0.9999962304	-3.27E-05
165.4267821092	0.999996178	-3.32E-05
165.8082256972	0.9999961248	-3.37E-05
166.1905488236	0.9999960709	-3.41E-05
166.5737535164	0.9999960162	-3.46E-05
166.9578418085	0.9999959608	-3.51E-05
167.3428157371	0.9999959046	-3.56E-05
167.7286773445	0.9999958476	-3.61E-05
168.1154286775	0.9999957898	-3.66E-05
168.5030717876	0.9999957312	-3.71E-05
168.891608731	0.9999956718	-3.76E-05
169.2810415688	0.9999956116	-3.81E-05
169.6713723668	0.9999955505	-3.86E-05
170.0626031955	0.9999954886	-3.92E-05
170.4547361301	0.9999954258	-3.97E-05
170.8477732509	0.9999953622	-4.03E-05
171.2417166426	0.9999952976	-4.08E-05
171.6365683949	0.9999952322	-4.14E-05
172.0323306024	0.9999951659	-4.20E-05
172.4290053645	0.9999950986	-4.26E-05
172.8265947852	0.9999950304	-4.32E-05
173.2251009737	0.9999949613	-4.38E-05
173.6245260438	0.9999948911	-4.44E-05
174.0248721143	0.9999948201	-4.50E-05
174.4261413088	0.999994748	-4.56E-05
174.8283357559	0.9999946749	-4.63E-05
175.2314575891	0.9999946008	-4.69E-05
175.6355089468	0.9999945257	-4.75E-05
176.0404919722	0.9999944495	-4.82E-05
176.4464088137	0.9999943723	-4.89E-05
176.8532616243	0.999994294	-4.96E-05
177.2610525624	0.9999942146	-5.03E-05
177.669783791	0.999994134	-5.10E-05
178.0794574782	0.9999940524	-5.17E-05
178.4900757973	0.9999939697	-5.24E-05
178.9016409263	0.9999938858	-5.31E-05
179.3141550485	0.9999938007	-5.38E-05
179.727620352	0.9999937144	-5.46E-05
180.1420390301	0.999993627	-5.54E-05
180.5574132811	0.9999935383	-5.61E-05
180.9737453083	0.9999934484	-5.69E-05
181.3910373202	0.9999933572	-5.77E-05
181.8092915304	0.9999932648	-5.85E-05
182.2285101575	0.999993171	-5.93E-05
182.6486954253	0.999993076	-6.01E-05
183.0698495627	0.9999929797	-6.10E-05
183.4919748037	0.999992882	-6.18E-05
183.9150733875	0.9999927829	-6.27E-05
184.3391475584	0.9999926825	-6.36E-05
184.764199566	0.9999925807	-6.44E-05
185.1902316649	0.9999924775	-6.53E-05
185.6172461152	0.9999923728	-6.62E-05
186.0452451819	0.9999922667	-6.72E-05
186.4742311353	0.9999921591	-6.81E-05
186.904206251	0.9999920499	-6.91E-05
187.3351728099	0.9999919393	-7.00E-05
187.7671330981	0.9999918272	-7.10E-05
188.2000894068	0.9999917134	-7.20E-05
188.6340440328	0.9999915981	-7.30E-05
189.0689992779	0.9999914812	-7.40E-05
189.5049574495	0.9999913627	-7.50E-05
189.94192086	0.9999912425	-7.61E-05
190.3798918274	0.9999911206	-7.71E-05
190.8188726749	0.9999909971	-7.82E-05
191.2588657311	0.9999908718	-7.93E-05
191.69987333	0.9999907448	-8.04E-05
192.141897811	0.999990616	-8.15E-05
192.5849415186	0.9999904854	-8.26E-05
193.0290068032	0.9999903531	-8.38E-05
193.4740960203	0.9999902188	-8.50E-05
193.9202115309	0.9999900827	-8.61E-05
194.3673557014	0.9999899447	-8.73E-05
194.8155309037	0.9999898048	-8.86E-05
195.2647395152	0.9999896629	-8.98E-05
195.7149839187	0.9999895191	-9.10E-05
196.1662665027	0.9999893733	-9.23E-05
196.6185896608	0.9999892254	-9.36E-05
197.0719557926	0.9999890755	-9.49E-05
197.5263673029	0.9999889235	-9.62E-05
197.9818266022	0.9999887693	-9.75E-05
198.4383361064	0.9999886131	-9.89E-05
198.8958982372	0.9999884546	-0.0001002825
199.3545154217	0.999988294	-0.0001016779
199.8141900927	0.9999881311	-0.0001030927
200.2749246885	0.9999879659	-0.0001045272
200.7367216531	0.9999877985	-0.0001059817
201.1995834362	0.9999876287	-0.0001074564
201.6635124931	0.9999874566	-0.0001089516
202.1285112846	0.999987282	-0.0001104676
202.5945822774	0.9999871051	-0.0001120048
203.0617279437	0.9999869256	-0.0001135633
203.5299507617	0.9999867437	-0.0001151435
203.9992532149	0.9999865592	-0.0001167457
204.4696377929	0.9999863722	-0.0001183701
204.9411069907	0.9999861826	-0.0001200172
205.4136633094	0.9999859903	-0.0001216872
205.8873092557	0.9999857954	-0.0001233805
206.362047342	0.9999855977	-0.0001250973
206.8378800865	0.9999853973	-0.000126838
207.3148100135	0.9999851942	-0.0001286029
207.7928396527	0.9999849881	-0.0001303923
208.2719715399	0.9999847793	-0.0001322067
208.7522082167	0.9999845675	-0.0001340463
209.2335522305	0.9999843527	-0.0001359115
209.7160061347	0.999984135	-0.0001378027
210.1995724884	0.9999839142	-0.0001397202
210.6842538567	0.9999836904	-0.0001416643
211.1700528108	0.9999834635	-0.0001436355
211.6569719274	0.9999832334	-0.0001456342
212.1450137895	0.9999830001	-0.0001476606
212.634180986	0.9999827635	-0.0001497153
213.1244761116	0.9999825237	-0.0001517985
213.6159017672	0.9999822805	-0.0001539107
214.1084605595	0.999982034	-0.0001560524
214.6021551014	0.999981784	-0.0001582238
215.0969880116	0.9999815305	-0.0001604254
215.5929619151	0.9999812735	-0.0001626576
216.0900794428	0.999981013	-0.000164921
216.5883432316	0.9999807488	-0.0001672158
217.0877559246	0.9999804809	-0.0001695425
217.588320171	0.9999802093	-0.0001719016
218.090038626	0.9999799339	-0.0001742936
218.5929139511	0.9999796547	-0.0001767188
219.0969488137	0.9999793716	-0.0001791778
219.6021458876	0.9999790846	-0.000181671
220.1085078526	0.9999787935	-0.0001841988
220.6160373947	0.9999784985	-0.0001867619
221.1247372061	0.9999781993	-0.0001893606
221.6346099853	0.9999778959	-0.0001919955
222.1456584369	0.9999775884	-0.000194667
222.6578852717	0.9999772765	-0.0001973757
223.171293207	0.9999769604	-0.0002001221
223.6858849661	0.9999766398	-0.0002029067
224.2016632787	0.9999763147	-0.0002057301
224.7186308808	0.9999759852	-0.0002085927
225.2367905146	0.999975651	-0.0002114952
225.7561449288	0.9999753122	-0.0002144381
226.2766968783	0.9999749687	-0.0002174219
226.7984491244	0.9999746204	-0.0002204472
227.3214044347	0.9999742673	-0.0002235146
227.8455655833	0.9999739092	-0.0002266247
228.3709353507	0.9999735462	-0.0002297781
228.8975165237	0.9999731781	-0.0002329754
229.4253118955	0.9999728049	-0.0002362171
229.9543242659	0.9999724265	-0.0002395039
230.4845564411	0.9999720428	-0.0002428365
231.0160112337	0.9999716538	-0.0002462155
231.5486914629	0.9999712594	-0.0002496414
232.0825999542	0.9999708595	-0.0002531151
232.6177395398	0.999970454	-0.000256637
