                   RD	              I(J1:d)
                  100	   0.0140228839591146
     102.329299228075	   0.0140212215483189
      104.71285480509	    0.014019520021975
     107.151930523761	   0.0140177793800831
     109.647819614318	   0.0140159977599978
     112.201845430196	   0.0140141742303967
     114.815362149688	   0.0140123087912798
     117.489755493953	   0.0140103995800018
     120.226443461741	   0.0140084456652403
     123.026877081238	   0.0140064470469952
     125.892541179417	   0.0140044009312987
     128.824955169313	   0.0140023082494736
     131.825673855641	    0.014000166207552
     134.896288259165	   0.0139979738742113
     138.038426460288	   0.0139957303181291
     141.253754462275	   0.0139934355393052
     144.543977074593	    0.013991086743772
     147.910838816821	   0.0139886830002069
     151.356124843621	   0.0139862233772874
     154.881661891248	   0.0139837069436908
     158.489319246111	    0.013981131836772
     162.181009735893	   0.0139784961938858
     165.958690743756	   0.0139757990837097
     169.824365246174	   0.0139730395749211
     173.780082874937	   0.0139702158048749
     177.827941003892	   0.0139673259109259
     181.970085860998	   0.0139643689617515
     186.208713666287	   0.0139613430947065
     190.546071796324	   0.0139582464471459
     194.984459975804	   0.0139550780877471
     199.526231496888	   0.0139518352225423
     204.173794466953	   0.0139485169202089
     208.929613085404	   0.0139451222494245
     213.796208950223	   0.0139416474848986
     218.776162394955	   0.0139380926266313
     223.872113856834	   0.0139344539493322
     229.086765276777	   0.0139307314530015
     234.422881531992	   0.0139269214123487
     239.883291901949	   0.0139230228960514
     245.470891568503	   0.0139190331101418
     251.188643150958	   0.0139149511232972
     257.039578276886	   0.0139107741415501
     263.026799189538	   0.0139064993709326
     269.153480392691	   0.0139021249487996
     275.422870333816	    0.013897649012506
     281.838293126445	   0.0138930678367615
      288.40315031266	   0.0138883804902434
     295.120922666638	   0.0138835841789842
     301.995172040201	   0.0138801299035549
     309.029543251358	   0.0138765955343843
     316.227766016837	   0.0138701796531677
     323.593656929628	   0.0138650359585881
      331.13112148259	   0.0138597711920738
     338.844156139202	   0.0138543853536248
     346.736850452531	   0.0138488728553057
     354.813389233575	   0.0138432318344712
     363.078054770101	   0.0138374604284763
     371.535229097172	   0.0138315539807081
      380.18939632056	   0.0138255096971989
      389.04514499428	   0.0138193238526583
     398.107170553496	   0.0138129955157638
     407.380277804112	   0.0138065181672573
     416.869383470335	   0.0137998908758163
     426.579518801592	    0.013793108984828
     436.515832240165	    0.013786168769002
     446.683592150962	   0.0137790665030479
     457.088189614874	   0.0137717993929982
     467.735141287197	   0.0137643618509173
     478.630092322637	   0.0137567520141602
     489.778819368445	   0.0137489642947912
     501.187233627271	   0.0137409958988428
     512.861383991364	   0.0137341376394033
     524.807460249771	   0.0137271210551262
     537.031796370251	   0.0137175973504782
     549.540873857623	   0.0137078519910574
     562.341325190348	   0.0137003194540739
     575.439937337155	   0.0136926108971238
     588.843655355587	   0.0136822732165456
     602.559586074356	   0.0136729516088963
     616.595001861481	    0.013663413003087
     630.957344480192	   0.0136536527425051
     645.654229034654	   0.0136436643078923
     660.693448007594	   0.0136334430426359
      676.08297539198	   0.0136229833588004
     691.830970918935	   0.0136122805997729
     707.945784384136	   0.0136013273149729
     724.435960074988	   0.0135901188477874
     741.310241300916	    0.013578649610281
     758.577575029182	   0.0135669130831957
      776.24711662869	   0.0135549018159509
     794.328234724279	   0.0135439308360219
     812.830516164097	   0.0135316094383597
     831.763771102669	   0.0135190011933446
     851.138038202374	   0.0135060986503959
     870.963589956078	   0.0134928952902555
     891.250938133743	   0.0134793845936656
     912.010839355907	   0.0134655581787229
     933.254300796988	   0.0134514095261693
     954.992586021433	   0.0134369311854243
     977.237220955808	   0.0134230926632881
     999.999999999997	   0.0134089309722185
     1023.29299228075	   0.0133930006995797
