                   RD	              I(J1:d)
      1047.1285480509	   0.0133766988292336
      1071.5193052376	   0.0133616337552667
     1096.47819614318	   0.0133462175726891
     1122.01845430196	   0.0133289434015751
     1148.15362149688	   0.0133112678304315
     1174.89755493953	   0.0132948821410537
     1202.26443461741	   0.0132781146094203
     1230.26877081238	   0.0132593996822834
     1258.92541179416	   0.0132411094382405
     1288.24955169313	   0.0132223926484585
      1318.2567385564	   0.0132032390683889
     1348.96288259165	   0.0131836384534836
     1380.38426460288	   0.0131635805591941
     1412.53754462275	   0.0131439100950956
     1445.43977074592	   0.0131237804889679
      1479.1083881682	   0.0131022231653333
      1513.5612484362	   0.0130801638588309
     1548.81661891248	   0.0130588514730334
     1584.89319246111	   0.0130370426923037
     1621.81009735892	   0.0130137391388416
     1659.58690743755	   0.0129905128851533
     1698.24365246174	   0.0129667446017265
     1737.80082874937	   0.0129424212500453
     1778.27941003892	   0.0129180671647191
     1819.70085860998	   0.0128931449726224
     1862.08713666286	   0.0128676416352391
     1905.46071796324	   0.0128415422514081
     1949.84459975804	   0.0128148337826133
     1995.26231496887	    0.012787502259016
     2041.73794466952	   0.0127600841224194
     2089.29613085403	   0.0127320261672139
     2137.96208950222	   0.0127033134922385
     2187.76162394954	    0.012674156576395
     2238.72113856833	   0.0126443197950721
     2290.86765276776	   0.0126141710206866
     2344.22881531991	   0.0125833181664348
     2398.83291901948	    0.012485752813518
     2454.70891568502	   0.0122692929580808
     2511.88643150957	   0.0120354322716594
     2570.39578276885	   0.0117960600182414
     2630.26799189537	   0.0115582682192326
      2691.5348039269	   0.0113214151933789
     2754.22870333815	    0.011086636222899
     2818.38293126444	    0.010854690335691
     2884.03150312659	   0.0106259873136878
     2951.20922666637	   0.0104007888585329
       3019.951720402	   0.0101792635396123
     3090.29543251358	  0.00996152497828007
     3162.27766016836	   0.0097476402297616
     3235.93656929627	  0.00953765027225018
      3311.3112148259	  0.00933157093822956
     3388.44156139201	  0.00912940036505461
      3467.3685045253	  0.00893112737685442
     3548.13389233574	  0.00873672682791948
       3630.780547701	  0.00854616798460483
     3715.35229097171	  0.00835941173136234
     3801.89396320559	  0.00817641708999872
     3890.45144994279	  0.00799713656306267
     3981.07170553495	  0.00782151985913515
     4073.80277804111	  0.00764951575547457
     4168.69383470333	  0.00748106930404902
     4265.79518801591	   0.0073161250911653
     4365.15832240164	  0.00715462723746896
     4466.83592150961	  0.00699651753529906
     4570.88189614873	  0.00684173870831728
     4677.35141287196	  0.00669023208320141
     4786.30092322636	  0.00654193945229054
     4897.78819368444	  0.00639680307358503
      5011.8723362727	   0.0062547642737627


