# Vin (V)	Vout (V)
5			4.997
6			5.997
7			6.998
8			7.999
9			8.999
10			9.751
11			9.810
12			9.850
13			9.940
14			10.017
15			10.089
16			10.157
17			10.230
18			10.312
19			10.388
20			10.440
21			10.390
22			10.331
23			10.268
24			10.199
25			10.140
